neighbors,dot,wall,loop,manhatan,path,panic_dist,wall_rate,depth,randomes,probability,Average,Max,Min,WinRate,Time
2,10,2,7,9,3,1,0.1,3,True,0.7,344.1,728,71,0.0,0.008435483299990665
2,10,2,7,9,3,1,0.1,5,True,0.7,281.5,616,15,0.0,0.041166608300000004
2,10,2,7,9,3,1,0.1,8,True,0.7,253.9,638,86,0.0,0.7094754749999993
2,10,2,7,9,7,1,0.1,3,True,0.7,481.5,867,64,0.0,0.010556225000004815
2,10,2,7,9,7,1,0.1,5,True,0.7,314.0,757,47,0.0,0.0648673207999991
2,10,2,7,9,7,1,0.1,8,True,0.7,331.4,778,75,0.0,0.9855541792000168
2,10,2,7,9,10,1,0.1,3,True,0.7,417.4,814,165,0.0,0.008768941699986498
2,10,2,7,9,10,1,0.1,5,True,0.7,372.7,724,13,0.0,0.06923657499999081
2,10,2,7,9,10,1,0.1,8,True,0.7,286.4,644,40,0.0,0.7650391375000026
2,10,2,7,15,3,1,0.1,3,True,0.7,348.8,743,58,0.0,0.009707254199997805
2,10,2,7,15,3,1,0.1,5,True,0.7,314.2,522,80,0.0,0.050508545799993955
